"genes","symbol","v15.Counts","v32.Counts"
"ENSG00000255331","AP000790.2",0,0
"ENSG00000255332","LINC02756",0,0
"ENSG00000255333","AP000435.1",0,0
"ENSG00000255334","AP000907.2",0,0
"ENSG00000255335","LINC02729",0,0
"ENSG00000255336","AP003181.1",0,0
"ENSG00000255337","AP001830.1",16,21
"ENSG00000255338","AC118273.2",0,0
"ENSG00000255339","AL133352.1",132,0
"ENSG00000255340","AC087276.3",13,12
"ENSG00000255341","OR8Q1P",1,1
"ENSG00000255342","AP000926.1",1,1
"ENSG00000255343","AC234917.1",0,0
"ENSG00000255344","LINC02706",0,0
"ENSG00000255345","AP002957.1",0,0
"ENSG00000255346","NOX5",16,14
"ENSG00000255347","AC021820.1",2,2
"ENSG00000255348","AP001775.2",6,6
"ENSG00000255349","OR4A7P",0,0
"ENSG00000255350","MTCO1P15",13,10
"ENSG00000255351","AC023946.1",0,0
"ENSG00000255352","PPP1R10P1",0,0
"ENSG00000255353","ASS1P13",2,2
"ENSG00000255355","AP000640.2",0,0
"ENSG00000255356","AC007536.1",0,0
"ENSG00000255357","AC055878.1",0,0
"ENSG00000255358","NDUFAF2P2",30,29
"ENSG00000255359","CCDC179",13,14
"ENSG00000255360","AP004607.8",0,0
"ENSG00000255361","AC103843.2",0,0
"ENSG00000255362","LINC02761",17,17
"ENSG00000255363","LINC02757",2,4
"ENSG00000255364","SMILR",0,0
"ENSG00000255365","AC040926.1",0,0
"ENSG00000255366","AC120036.4",0,0
"ENSG00000255367","AC127526.2",17,7
"ENSG00000255368","AC087373.1",0,0
"ENSG00000255369","AP000920.1",4,4
"ENSG00000255370","CYCSP25",0,0
"ENSG00000255371","OPCML-IT2",0,0
"ENSG00000255372","AC107886.1",2,2
"ENSG00000255374","TAS2R43",157,153
"ENSG00000255375","AL078612.2",0,0
"ENSG00000255376","AP003066.2",0,0
"ENSG00000255377","DUXAP5",0,0
"ENSG00000255378","PRR23D2",0,0
"ENSG00000255379","CYCSP29",6,6
"ENSG00000255380","AP001317.1",0,0
"ENSG00000255381","AP001258.1",1,1
"ENSG00000255382","LINC02734",2,4
"ENSG00000255384","AP001267.2",5,4
"ENSG00000255385","UBTFL10",0,0
"ENSG00000255386","OR5BR1P",0,0
"ENSG00000255387","RDXP1",0,0
"ENSG00000255388","LINC02741",0,0
"ENSG00000255389","Z97989.1",101,91
"ENSG00000255390","AC091564.4",0,0
"ENSG00000255391","AP003497.1",3,3
"ENSG00000255393","OOSP4B",0,0
"ENSG00000255394","C8orf49",0,0
"ENSG00000255395","AP001972.4",0,0
"ENSG00000255396","AP000857.1",1,1
"ENSG00000255397","NASPP1",31,28
"ENSG00000255398","HCAR3",22,21
"ENSG00000255399","TBX5-AS1",0,0
"ENSG00000255400","AC124276.2",0,0
"ENSG00000255401","AC021269.2",1,1
"ENSG00000255402","AC027451.1",0,0
"ENSG00000255403","HSPD1P13",0,0
"ENSG00000255404","AP001266.1",0,0
"ENSG00000255406","LINC02730",0,0
"ENSG00000255408","PCDHA3",2,0
"ENSG00000255409","RSF1-IT1",27,26
"ENSG00000255410","AC091564.5",6,16
"ENSG00000255411","LINC02548",0,1
"ENSG00000255413","AC022880.1",0,0
"ENSG00000255415","AP000867.3",0,0
"ENSG00000255416","OR10AF1P",0,0
"ENSG00000255417","MTCO2P15",1,1
"ENSG00000255418","LINC02718",33,44
"ENSG00000255420","CASC23",1,1
"ENSG00000255421","AP002340.1",20,16
"ENSG00000255422","AP002954.1",4,4
"ENSG00000255423","EBLN2",420,417
"ENSG00000255424","MRGPRX9P",0,0
"ENSG00000255425","OR8G3P",0,0
"ENSG00000255426","AC044839.2",0,0
"ENSG00000255427","LINC02707",0,0
"ENSG00000255428","AP002008.3",0,0
"ENSG00000255429","AP003400.1",0,0
"ENSG00000255430","CASP1P1",0,0
"ENSG00000255431","OR5B19P",0,0
"ENSG00000255432","AP001458.2",0,0
"ENSG00000255433","LINC02735",0,0
"ENSG00000255434","AP001922.6",2,2
"ENSG00000255435","AP001267.3",58,71
"ENSG00000255437","AC023538.1",0,0
"ENSG00000255438","AL354813.1",97,91
"ENSG00000255439","AC135050.2",3,0
"ENSG00000255440","AP001085.1",7,8
"ENSG00000255441","SIGLEC10-AS1",9,2
"ENSG00000255442","AC109635.3",0,0
"ENSG00000255443","CD44-AS1",150,142
"ENSG00000255444","CYCSP27",0,0
"ENSG00000255445","AP003072.2",80,78
"ENSG00000255446","AP003064.2",1,0
"ENSG00000255447","AC044839.3",1,1
"ENSG00000255448","AC055860.1",0,0
"ENSG00000255449","AP002812.5",124,83
"ENSG00000255450","AC110056.1",10,6
"ENSG00000255451","AC010768.4",0,0
"ENSG00000255452","AC084851.2",0,0
"ENSG00000255454","AC100770.1",0,0
"ENSG00000255455","AP003486.1",833,0
"ENSG00000255456","AC084125.3",0,0
"ENSG00000255457","AC022880.2",0,0
"ENSG00000255458","AC108471.2",6,7
"ENSG00000255459","AC105233.2",0,0
"ENSG00000255460","ZDHHC20P3",0,0
"ENSG00000255461","OR8I1P",0,0
"ENSG00000255462","AC104031.1",2,2
"ENSG00000255463","AC011979.2",0,0
"ENSG00000255464","SEPTIN14P8",0,0
"ENSG00000255466","OR5AL2P",0,0
"ENSG00000255467","AP002433.1",18,16
"ENSG00000255468","AP001107.9",56,106
"ENSG00000255469","BOLA3P1",0,0
"ENSG00000255470","AC090099.1",0,0
"ENSG00000255471","AP001528.1",5,5
"ENSG00000255472","AL161668.2",0,0
"ENSG00000255474","GAU1",43,42
"ENSG00000255475","AP001007.2",0,0
"ENSG00000255476","AC011092.2",31,31
"ENSG00000255477","AC021713.1",0,0
"ENSG00000255478","AP000944.1",5,5
"ENSG00000255479","AP001189.5",0,0
"ENSG00000255480","AL353699.1",0,0
"ENSG00000255481","OR56A7P",6,6
"ENSG00000255482","AP001830.2",0,0
"ENSG00000255483","AP000889.2",0,0
"ENSG00000255484","LINC02764",1,1
"ENSG00000255485","OR5G4P",0,0
"ENSG00000255486","AP003122.4",0,0
"ENSG00000255487","AC087362.2",23,19
"ENSG00000255489","AC115990.1",0,0
"ENSG00000255490","EIF4A2P5",0,0
"ENSG00000255491","AC100858.2",0,3
"ENSG00000255492","H3P33",31,30
"ENSG00000255493","OR4A10P",0,0
"ENSG00000255494","LINC00681",0,0
"ENSG00000255495","AC145124.1",10,10
"ENSG00000255496","AC103796.1",1,0
"ENSG00000255497","AC022616.8",0,0
"ENSG00000255498","AC068385.1",0,0
"ENSG00000255499","AC036111.3",0,0
"ENSG00000255500","AC109635.4",0,0
"ENSG00000255501","CARD18",0,1
"ENSG00000255502","LINC02713",0,0
"ENSG00000255503","AP001767.2",11,11
"ENSG00000255504","AP001533.1",1,0
"ENSG00000255505","AC079064.1",0,0
"ENSG00000255506","AP003718.1",1,1
"ENSG00000255507","UVRAG-DT",10,11
"ENSG00000255508","AP002990.1",58,36
"ENSG00000255510","OR8A2P",0,0
"ENSG00000255511","AC023078.2",1,1
"ENSG00000255512","LINC02684",0,0
"ENSG00000255513","AC005363.1",0,0
"ENSG00000255514","OR4B2P",0,0
"ENSG00000255515","AP003499.1",1,1
"ENSG00000255516","AP005436.3",1,0
"ENSG00000255517","AP002748.4",57,36
"ENSG00000255519","AC103855.4",0,0
"ENSG00000255520","AC090589.2",14,14
"ENSG00000255521","AL356215.1",6,8
"ENSG00000255522","SNRPCP5",1,1
"ENSG00000255523","AP001652.1",0,0
"ENSG00000255524","NPIPB8",12,11
"ENSG00000255525","AL137804.1",0,0
"ENSG00000255526","NEDD8-MDP1",1,0
"ENSG00000255527","AC027369.5",0,0
"ENSG00000255528","AP003123.1",0,0
"ENSG00000255529","POLR2M",598,522
"ENSG00000255530","AF235103.2",0,0
"ENSG00000255531","NDUFS5P6",0,0
"ENSG00000255532","AC118942.1",0,0
"ENSG00000255533","AC136475.6",4,4
"ENSG00000255534","OR4A43P",0,0
"ENSG00000255535","AP003041.2",0,0
"ENSG00000255536","MRGPRX5P",0,0
"ENSG00000255537","AP000708.1",1,1
"ENSG00000255538","OR10V2P",6,6
"ENSG00000255539","AP002336.3",12,7
"ENSG00000255540","AP003122.5",0,0
"ENSG00000255541","CKS1BP4",1,0
"ENSG00000255542","AC090625.2",0,0
"ENSG00000255543","AP005597.4",0,0
"ENSG00000255544","DEFB108D",0,0
"ENSG00000255545","B3GAT1-DT",3,3
"ENSG00000255547","RPA2P3",1,0
"ENSG00000255548","AP003043.1",7,7
"ENSG00000255549","ENPP7P6",18,0
"ENSG00000255550","AP006587.4",0,0
"ENSG00000255551","AC027369.6",0,0
"ENSG00000255552","LY6G6E",5,3
"ENSG00000255553","LINC02733",0,1
"ENSG00000255554","OR7E1P",0,0
"ENSG00000255555","AP000857.2",2,2
"ENSG00000255556","AC087203.2",1,1
"ENSG00000255557","AP001266.2",16,16
"ENSG00000255558","AC013762.1",0,0
"ENSG00000255559","ZNF252P-AS1",7,7
"ENSG00000255560","OR4R2P",0,0
"ENSG00000255561","FDXACB1",65,47
"ENSG00000255562","UNC93B6",1,1
"ENSG00000255563","AC021006.2",0,0
"ENSG00000255565","AC073651.1",4,4
"ENSG00000255566","AC135279.2",102,101
"ENSG00000255568","BRWD1-AS2",11,11
"ENSG00000255569","TRAV1-1",3,2
"ENSG00000255571","MIR9-3HG",57,46
"ENSG00000255572","AC018653.1",0,0
"ENSG00000255575","AC004812.1",2,2
"ENSG00000255580","AP000462.1",0,0
"ENSG00000255581","AC006511.2",8,8
"ENSG00000255582","OR10G2",1,1
"ENSG00000255583","AC084357.3",0,0
"ENSG00000255585","AL590627.1",521,455
"ENSG00000255587","RAB44",3167,3096
"ENSG00000255595","AC007368.1",0,0
"ENSG00000255599","AP000997.2",0,0
"ENSG00000255605","AP000820.1",0,0
"ENSG00000255606","AP000439.1",0,0
"ENSG00000255608","AC006063.1",0,0
"ENSG00000255618","LINC02440",0,0
"ENSG00000255621","AC023790.2",3,3
"ENSG00000255622","PCDHB17P",1,1
"ENSG00000255624","C10orf88B",12,15
"ENSG00000255627","AC092862.1",0,0
"ENSG00000255628","AC140847.1",0,0
"ENSG00000255629","AC025576.1",0,0
"ENSG00000255633","MTRNR2L9",12,1
"ENSG00000255639","AC005833.1",3,19
"ENSG00000255641","AC068775.1",6,0
"ENSG00000255642","PABPC1P4",70,58
"ENSG00000255644","AC010185.1",0,0
"ENSG00000255647","AC093510.1",2,2
"ENSG00000255648","AC087242.1",0,0
"ENSG00000255649","AC008114.1",5,5
"ENSG00000255650","FAM222A-AS1",21,21
"ENSG00000255652","AC140847.2",5,10
"ENSG00000255653","AP002383.1",0,0
"ENSG00000255655","AC007570.1",3,0
"ENSG00000255660","RERG-AS1",0,0
"ENSG00000255663","AP002373.1",4,3
"ENSG00000255664","ARL6IP1P1",1,1
"ENSG00000255666","LINC02700",1,1
"ENSG00000255669","AC092471.1",20,23
"ENSG00000255670","AC007619.1",53,50
"ENSG00000255671","AC007406.1",0,0
"ENSG00000255672","AP002892.1",9,8
"ENSG00000255679","JRKL-AS1",1,1
"ENSG00000255680","AC091564.6",0,0
"ENSG00000255686","AC073864.1",0,0
"ENSG00000255689","AP003174.1",0,0
"ENSG00000255690","TRIL",16,15
"ENSG00000255692","AC002563.1",10,8
"ENSG00000255693","LINC02389",0,0
"ENSG00000255700","APOOP3",0,0
"ENSG00000255703","AC127070.3",3,3
"ENSG00000255704","AC140063.1",0,0
"ENSG00000255710","AP003170.1",63,63
"ENSG00000255713","OR4D2",1,1
"ENSG00000255714","LINC02460",0,0
"ENSG00000255717","SNHG1",3766,2671
"ENSG00000255723","AC108516.2",37,36
"ENSG00000255725","TDGP1",4,4
"ENSG00000255726","AL662844.1",0,0
"ENSG00000255727","LINC01489",0,0
"ENSG00000255730","AC011462.1",34,4
"ENSG00000255733","IFNG-AS1",116,141
"ENSG00000255734","HNRNPABP1",5,4
"ENSG00000255737","AGAP2-AS1",82,6
"ENSG00000255741","AP000808.1",22,22
"ENSG00000255745","AC023796.1",0,0
"ENSG00000255746","AC007406.2",0,0
"ENSG00000255749","GNAI2P1",3,4
"ENSG00000255750","AC022509.1",1,4
"ENSG00000255753","AC009533.2",19,19
"ENSG00000255757","AC087894.1",0,0
"ENSG00000255760","LINC02422",17,31
"ENSG00000255763","MRPS18CP4",0,0
"ENSG00000255769","GOLGA2P10",125,89
"ENSG00000255772","LINC01479",0,0
"ENSG00000255774","LINC02747",0,0
"ENSG00000255775","AC005845.1",2,2
"ENSG00000255776","VDAC2P2",56,56
"ENSG00000255780","AC020611.1",4,4
"ENSG00000255786","AP000763.1",25,25
"ENSG00000255790","AC078950.1",27,24
"ENSG00000255794","RMST",1,2
"ENSG00000255801","AC092746.1",1,1
"ENSG00000255804","OR6J1",0,3
"ENSG00000255807","PTP4A1P2",0,0
"ENSG00000255808","PDE2A-AS1",1,1
"ENSG00000255811","AL121988.1",2,2
"ENSG00000255814","LINC02439",0,0
"ENSG00000255815","KRT8P11",2,2
"ENSG00000255817","AC025576.2",3,2
"ENSG00000255819","KLRC4-KLRK1",28,19
"ENSG00000255823","MTRNR2L8",115,98
"ENSG00000255825","AC006205.1",13,11
"ENSG00000255829","AC092490.2",0,0
"ENSG00000255830","AC069240.1",0,0
"ENSG00000255833","TIFAB",108,95
"ENSG00000255835","AL117348.2",2,0
"ENSG00000255836","AC131206.1",4,2
"ENSG00000255837","TAS2R20",66,61
"ENSG00000255838","AC069262.1",14,14
"ENSG00000255839","AC117503.1",1,0
"ENSG00000255843","AP000593.3",36,30
"ENSG00000255845","AP000777.1",1,1
"ENSG00000255847","AP003717.1",6,6
"ENSG00000255850","RXYLT1-AS1",1,1
"ENSG00000255851","Metazoa_SRP",0,0
"ENSG00000255853","AC006065.1",0,0
"ENSG00000255855","KDM4F",0,0
"ENSG00000255856","AC069503.1",1,1
"ENSG00000255857","PXN-AS1",149,125
"ENSG00000255858","AC055720.1",0,0
"ENSG00000255860","AP000812.2",0,0
"ENSG00000255866","AC090023.1",0,0
"ENSG00000255867","DENND5B-AS1",11,12
"ENSG00000255870","AP003170.2",0,0
"ENSG00000255871","AC007529.1",4,4
"ENSG00000255872","AL138752.2",11,6
"ENSG00000255874","PRECSIT",2,2
"ENSG00000255875","PABPN1P2",18,5
"ENSG00000255882","AC091814.1",6,6
"ENSG00000255883","FUNDC2P1",13,13
"ENSG00000255885","AC124891.1",5,1
"ENSG00000255886","AC020611.2",2,2
"ENSG00000255892","NDFIP1P1",0,0
"ENSG00000255893","AP000786.1",156,155
"ENSG00000255899","AL662844.2",0,0
"ENSG00000255900","AC006065.2",0,0
"ENSG00000255903","RPL12P46",0,0
"ENSG00000255909","PDCD5P1",2,2
"ENSG00000255910","AC024901.1",0,0
"ENSG00000255916","AC148477.1",0,0
"ENSG00000255919","AC226150.1",0,0
"ENSG00000255920","CCND2-AS1",7,50
"ENSG00000255921","AC026310.1",0,2
"ENSG00000255923","AC078878.1",0,0
"ENSG00000255928","AP002993.1",16,16
"ENSG00000255929","AP000943.2",0,0
"ENSG00000255931","AP003108.1",4,11
"ENSG00000255933","AC117500.2",143,139
"ENSG00000255944","AC006065.3",0,0
"ENSG00000255945","AC025252.1",0,0
"ENSG00000255946","AC069234.1",20,20
"ENSG00000255947","AP002754.2",0,0
"ENSG00000255949","RPS6KB2-AS1",0,0
"ENSG00000255951","AC022364.2",1,1
"ENSG00000255958","GABARAPL1-AS1",0,0
"ENSG00000255959","AP000777.2",11,6
"ENSG00000255960","AC092851.1",0,0
"ENSG00000255964","HSPD1P12",17,16
"ENSG00000255965","AC073916.1",5,5
"ENSG00000255966","AC006064.3",4,4
"ENSG00000255967","HADHAP2",6,5
"ENSG00000255968","AC024145.1",68,68
"ENSG00000255970","LINC02421",8,8
"ENSG00000255972","AC026333.1",2,2
"ENSG00000255973","AC137627.1",0,0
"ENSG00000255974","CYP2A6",24,24
"ENSG00000255976","RAB11AP2",0,0
"ENSG00000255977","AC006927.1",13,10
"ENSG00000255980","AP000439.2",0,0
"ENSG00000255982","NXPE2P1",0,0
"ENSG00000255983","AC007848.1",0,0
"ENSG00000255986","MT1JP",0,0
"ENSG00000255987","TOMM20P2",43,42
"ENSG00000255988","TUBB4BP1",0,0
"ENSG00000255991","AC121334.1",5,4
"ENSG00000255992","AC131009.1",11,9
"ENSG00000255993","PSMC1P9",1,1
"ENSG00000255995","AP002795.1",0,0
"ENSG00000255996","AC005906.1",1,1
"ENSG00000255998","LINC02824",2,15
"ENSG00000256001","AC079949.1",24,76
"ENSG00000256004","AC092490.3",0,0
"ENSG00000256006","AC084117.1",53,52
"ENSG00000256007","ARAP1-AS1",0,0
"ENSG00000256008","AC125616.1",0,0
"ENSG00000256011","AC007688.3",1,1
"ENSG00000256013","AC027277.1",0,0
"ENSG00000256019","TAS2R63P",69,63
"ENSG00000256020","AC006205.2",10,10
"ENSG00000256021","ELOCP31",7,6
"ENSG00000256022","LINC02411",0,0
"ENSG00000256025","CACNA1C-AS4",5,6
"ENSG00000256028","AC026362.1",57,1
"ENSG00000256029","AL590560.2",3,12
"ENSG00000256030","CBX3P4",2,1
"ENSG00000256034","AP002770.1",0,0
"ENSG00000256035","AP000619.2",1,1
"ENSG00000256037","MRPL40P1",4,4
"ENSG00000256039","LINC02446",14,18
"ENSG00000256040","PAPPA-AS1",0,0
"ENSG00000256041","AP001858.1",0,0
"ENSG00000256043","CTSO",1098,1090
"ENSG00000256044","AC026333.2",0,0
"ENSG00000256045","MTRNR2L10",11,7
"ENSG00000256053","COA8",516,449
"ENSG00000256056","AC087257.2",26,26
"ENSG00000256060","TRAPPC2B",50,39
"ENSG00000256061","DNAAF4",13,3
"ENSG00000256064","AC063926.1",1,1
"ENSG00000256069","A2MP1",89,85
"ENSG00000256070","AC016956.1",2,2
"ENSG00000256071","AC084291.1",0,0
"ENSG00000256072","AC078889.1",16,15
"ENSG00000256073","URB1-AS1",45,43
"ENSG00000256075","AC008033.1",2,2
"ENSG00000256077","LINC02442",0,0
"ENSG00000256079","FAM133GP",0,0
"ENSG00000256081","AC243972.2",2,0
"ENSG00000256083","AC090673.1",1,1
"ENSG00000256084","AC092112.1",3,2
"ENSG00000256085","AC130404.1",0,0
"ENSG00000256087","ZNF432",746,717
"ENSG00000256091","MTRF1LP1",1,1
"ENSG00000256092","SBNO1-AS1",140,124
"ENSG00000256093","AC122688.1",0,0
"ENSG00000256098","AP002392.1",2,2
"ENSG00000256100","AP000721.1",0,0
"ENSG00000256101","AC092745.1",6,6
"ENSG00000256103","ATP5MFP5",2,2
"ENSG00000256108","AC135586.1",8,8
"ENSG00000256115","LINC02443",0,0
"ENSG00000256116","AP001453.1",5,4
"ENSG00000256120","SOX5-AS1",0,1
"ENSG00000256124","LINC01152",1,1
"ENSG00000256125","FAM32EP",0,0
"ENSG00000256128","LINC00944",36,28
"ENSG00000256134","EGLN3P1",55,54
"ENSG00000256136","AC092865.2",2,1
"ENSG00000256137","AC117373.1",0,0
"ENSG00000256138","ZKSCAN7P1",0,0
"ENSG00000256139","AC007637.1",16,16
"ENSG00000256146","AC006206.1",0,0
"ENSG00000256148","AP000763.2",76,66
"ENSG00000256149","AC087863.2",0,0
"ENSG00000256150","ITFG2-AS1",3,0
"ENSG00000256151","ADGRD1-AS1",0,0
"ENSG00000256152","AC027290.1",0,0
"ENSG00000256155","LINC02598",8,8
"ENSG00000256157","AC011604.1",0,0
"ENSG00000256159","AC022080.2",7,7
"ENSG00000256162","SMLR1",3,3
"ENSG00000256166","LINC02571",0,0
"ENSG00000256167","ATF4P4",18,15
"ENSG00000256171","GCSHP4",3,3
"ENSG00000256172","LINC02420",0,0
"ENSG00000256176","AC024940.3",97,95
"ENSG00000256181","AP001880.1",0,0
"ENSG00000256185","AC055720.2",10,0
"ENSG00000256188","TAS2R30",102,94
"ENSG00000256189","AP003717.2",0,0
"ENSG00000256192","OOEPP2",0,0
"ENSG00000256193","LINC00507",0,0
"ENSG00000256195","AP002518.1",6,9
"ENSG00000256196","AP003721.1",3,17
"ENSG00000256197","TSPAN9-IT1",0,0
"ENSG00000256199","AC078962.2",3,2
"ENSG00000256204","AC073862.1",0,0
"ENSG00000256206","AC018523.2",2,0
"ENSG00000256209","AC073578.1",0,0
"ENSG00000256210","AC005255.1",2,0
"ENSG00000256211","SKP1P2",0,0
"ENSG00000256218","AC007848.2",1,1
"ENSG00000256220","AP003037.1",0,0
"ENSG00000256221","AC244502.2",2,2
"ENSG00000256222","MTRNR2L3",40,28
"ENSG00000256223","ZNF10",455,389
"ENSG00000256226","AC092747.1",13,13
"ENSG00000256229","ZNF486",375,371
"ENSG00000256232","LINC02387",2,2
"ENSG00000256234","AC022509.2",10,3
"ENSG00000256235","SMIM3",1590,1588
"ENSG00000256237","AC007450.1",0,0
"ENSG00000256238","SUPT16HP1",111,107
"ENSG00000256243","RPL7AP3",33,32
"ENSG00000256249","AC026333.3",5,5
"ENSG00000256250","AC073912.1",12,7
"ENSG00000256254","AP000619.3",0,0
"ENSG00000256256","AC019209.1",0,0
"ENSG00000256257","CACNA1C-IT2",0,0
"ENSG00000256258","AC117500.3",0,0
"ENSG00000256259","LINC02425",0,0
"ENSG00000256262","USP30-AS1",41,18
"ENSG00000256263","DDX11L8",8,8
"ENSG00000256268","LINC02454",0,0
"ENSG00000256269","HMBS",1273,1261
"ENSG00000256271","CACNA1C-AS2",106,73
"ENSG00000256273","AC022511.1",2,2
"ENSG00000256274","TAS2R64P",271,268
"ENSG00000256278","AC048382.1",22,22
"ENSG00000256280","ATP5MGP1",5,5
"ENSG00000256281","AP003174.2",0,0
"ENSG00000256282","AC112694.1",34,27
"ENSG00000256283","METTL8P1",0,0
"ENSG00000256285","OSBPL9P5",0,0
"ENSG00000256286","AC078878.2",0,0
"ENSG00000256287","LINC02398",0,0
"ENSG00000256288","LINC02617",0,0
"ENSG00000256292","LINC02376",0,0
"ENSG00000256293","ATP6V1E1P3",0,0
"ENSG00000256294","ZNF225",324,318
"ENSG00000256298","AC135388.1",0,0
"ENSG00000256299","AC073912.2",8,5
"ENSG00000256306","AC007527.1",0,0
"ENSG00000256310","NDUFA5P6",0,0
"ENSG00000256311","AC084880.2",0,0
"ENSG00000256312","AC138466.1",0,0
"ENSG00000256314","AC078962.3",54,54
"ENSG00000256315","AP000462.2",0,0
"ENSG00000256321","AC087235.2",0,0
"ENSG00000256325","AC025423.1",13,13
"ENSG00000256331","NIFKP3",33,33
"ENSG00000256338","RPL41P2",11,10
"ENSG00000256339","AC007655.1",0,0
"ENSG00000256340","ABCC6P1",0,1
"ENSG00000256341","AP006333.1",1,0
"ENSG00000256343","AC095350.1",1,2
"ENSG00000256346","AC092470.1",0,0
"ENSG00000256347","OR8R1P",38,38
"ENSG00000256349","AP002748.5",0,0
"ENSG00000256350","AC243972.3",0,0
"ENSG00000256351","AC007834.2",11,11
"ENSG00000256353","AC087258.1",0,0
"ENSG00000256355","NTAN1P3",0,0
"ENSG00000256356","HSPA8P5",22,18
"ENSG00000256357","AL132708.1",0,0
"ENSG00000256358","RPL31P57",0,0
"ENSG00000256361","AC027544.1",49,48
"ENSG00000256362","LINC02375",0,0
"ENSG00000256364","AC069234.2",0,0
"ENSG00000256371","LRRC34P1",0,0
"ENSG00000256372","AC023050.3",3,3
"ENSG00000256374","PPIAL4D",0,0
"ENSG00000256377","AC009509.1",5,1
"ENSG00000256378","AC008011.1",0,0
"ENSG00000256379","TRAV8-5",2,2
"ENSG00000256381","AC005832.1",3,3
"ENSG00000256385","UBE2NP1",0,0
"ENSG00000256389","AC048352.1",0,0
"ENSG00000256393","RPL41P5",76,76
"ENSG00000256394","ASIC5",0,0
"ENSG00000256399","AC079866.1",21,20
"ENSG00000256400","AC018630.1",24,24
"ENSG00000256403","AP003785.1",9,9
"ENSG00000256407","AL357673.1",6,4
"ENSG00000256417","AC006206.2",1,1
"ENSG00000256420","OSBPL9P4",8,8
"ENSG00000256422","LINC02552",0,0
"ENSG00000256424","LINC02414",1,4
"ENSG00000256427","AC010175.1",11,10
"ENSG00000256433","AC005840.2",46,45
"ENSG00000256436","TAS2R31",113,109
"ENSG00000256440","AC019209.2",0,0
"ENSG00000256441","DNAJB6P5",0,0
"ENSG00000256442","AC010186.1",3,3
"ENSG00000256443","AP003559.1",1,1
"ENSG00000256448","AP000763.3",43,40
"ENSG00000256450","AC007552.1",24,24
"ENSG00000256452","AP003170.3",7,7
"ENSG00000256453","DND1",0,0
"ENSG00000256458","AC080075.1",6,6
"ENSG00000256462","AL732437.1",0,0
"ENSG00000256463","SALL3",1,2
"ENSG00000256464","YWHABP2",26,22
"ENSG00000256465","AC023050.4",1,1
"ENSG00000256469","AP002383.2",0,0
"ENSG00000256473","AC087260.1",0,0
"ENSG00000256474","TRAV11",0,0
"ENSG00000256480","AC018653.2",0,0
"ENSG00000256481","AP006333.2",32,31
"ENSG00000256482","AC023796.2",16,16
"ENSG00000256484","AC140118.1",0,0
"ENSG00000256494","LINC02825",0,0
"ENSG00000256496","AC073913.1",0,0
"ENSG00000256499","LINC02468",0,0
"ENSG00000256500","AL139300.1",0,0
"ENSG00000256502","AC073913.2",0,0
"ENSG00000256504","AC009509.2",0,0
"ENSG00000256508","MRGPRF-AS1",3,1
"ENSG00000256512","AC009511.1",0,0
"ENSG00000256513","AC022081.1",0,0
"ENSG00000256514","AP003419.1",0,0
"ENSG00000256518","FOLR1P1",1,1
"ENSG00000256525","POLG2",1675,2088
"ENSG00000256533","AP002373.2",4,3
"ENSG00000256537","SMIM10L1",716,546
"ENSG00000256538","AC046130.2",6,9
"ENSG00000256540","AC007406.3",15,15
"ENSG00000256542","AC148477.2",0,0
"ENSG00000256546","AC156455.1",1,1
"ENSG00000256551","LINC02369",0,0
"ENSG00000256552","AC092745.2",9,8
"ENSG00000256553","TRAV1-2",5,5
"ENSG00000256557","AC009509.3",3,3
"ENSG00000256560","LINC01486",0,0
"ENSG00000256563","NANOGNBP2",0,0
"ENSG00000256564","AC007552.2",9,9
"ENSG00000256566","AL049650.1",5,0
"ENSG00000256568","AP002761.2",0,1
"ENSG00000256569","AC069234.3",0,0
"ENSG00000256571","AC079866.2",8,8
"ENSG00000256574","OR13A1",1,1
"ENSG00000256576","LINC02361",21,21
"ENSG00000256577","SLC6A12-AS1",0,0
"ENSG00000256581","NLRP9P1",4,4
"ENSG00000256582","LINC02390",36,36
"ENSG00000256588","AC027544.2",26,26
"ENSG00000256589","ENPP7P5",44,40
"ENSG00000256590","TRDV3",1,1
"ENSG00000256591","AP003108.2",248,208
"ENSG00000256594","AC010186.2",1068,295
"ENSG00000256596","AC026358.1",3,3
"ENSG00000256597","LINC02393",0,0
"ENSG00000256603","AP003170.4",6,6
"ENSG00000256609","AC084880.3",0,0
"ENSG00000256612","CYP2B7P",6,5
"ENSG00000256614","AK6P1",0,0
"ENSG00000256615","AC010197.1",0,0
"ENSG00000256616","AP002414.2",2,2
"ENSG00000256618","MTRNR2L1",28,25
"ENSG00000256625","AC092747.2",64,64
"ENSG00000256626","AC024224.1",0,0
"ENSG00000256627","AC073651.2",1,0
"ENSG00000256628","ZBTB11-AS1",107,97
"ENSG00000256630","AC090424.1",2,2
"ENSG00000256632","AC135586.2",0,0
