"","GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
"ENSG00000227159",2,2,2,1,0,2
"ENSG00000227160",0,0,0,0,0,0
"ENSG00000227161",0,2,0,1,0,0
"ENSG00000227163",0,0,0,0,0,0
"ENSG00000227165",48,34,12,10,10,13
"ENSG00000227166",0,0,0,0,0,0
"ENSG00000227167",0,0,0,0,0,0
"ENSG00000227169",0,0,0,0,0,0
"ENSG00000227170",0,0,0,0,0,0
"ENSG00000227172",0,0,0,0,0,0
"ENSG00000227173",0,0,0,1,2,7
"ENSG00000227175",0,0,0,0,0,0
"ENSG00000227176",3,3,0,0,0,1
"ENSG00000227177",0,0,0,0,0,0
"ENSG00000227179",0,0,0,0,1,0
"ENSG00000227180",0,0,0,0,0,0
"ENSG00000227181",0,0,0,0,0,0
"ENSG00000227182",0,0,0,0,0,0
"ENSG00000227183",0,2,0,1,0,2
"ENSG00000227186",0,0,0,0,0,0
"ENSG00000227187",0,0,0,0,0,0
"ENSG00000227188",0,0,0,1,0,0
"ENSG00000227189",1,0,5,1,0,0
"ENSG00000227191",769,437,1621,931,145,93
"ENSG00000227192",0,0,0,0,2,2
"ENSG00000227193",0,0,0,0,0,0
"ENSG00000227195",0,1,1,1,10,1
"ENSG00000227196",0,0,0,0,0,0
"ENSG00000227197",0,0,2,2,0,0
"ENSG00000227199",6,3,2,1,2,1
"ENSG00000227200",0,0,0,0,0,0
"ENSG00000227201",7,5,7,6,29,22
"ENSG00000227203",0,0,2,2,1,5
"ENSG00000227204",0,0,0,0,0,0
"ENSG00000227205",0,1,0,3,0,2
"ENSG00000227206",0,0,1,0,0,0
"ENSG00000227207",0,0,0,1,0,0
"ENSG00000227209",0,0,0,0,0,0
"ENSG00000227210",0,1,0,0,0,0
"ENSG00000227211",2,1,0,0,0,0
"ENSG00000227212",0,0,0,0,0,0
"ENSG00000227213",3,2,0,0,1,1
"ENSG00000227214",0,0,0,0,0,0
"ENSG00000227215",0,0,0,0,0,0
"ENSG00000227217",0,4,0,0,0,0
"ENSG00000227218",15,12,0,4,1,6
"ENSG00000227220",0,0,0,0,0,0
"ENSG00000227224",0,0,0,0,0,0
"ENSG00000227225",0,0,0,0,0,0
"ENSG00000227227",0,0,0,0,1,1
"ENSG00000227230",0,3,4,1,0,0
"ENSG00000227232",60,41,36,37,183,178
"ENSG00000227233",0,0,0,0,0,0
"ENSG00000227234",0,0,0,0,0,0
"ENSG00000227236",0,0,0,0,0,0
"ENSG00000227237",0,0,0,0,0,2
"ENSG00000227238",0,0,0,0,0,0
"ENSG00000227240",2,1,0,0,0,0
"ENSG00000227241",0,0,0,0,0,0
"ENSG00000227242",24,38,0,0,13,14
"ENSG00000227243",0,0,0,0,0,0
"ENSG00000227244",0,0,0,0,0,0
"ENSG00000227245",0,0,0,0,0,0
"ENSG00000227247",0,0,0,0,0,0
"ENSG00000227248",0,0,0,0,0,0
"ENSG00000227249",0,0,0,0,0,0
"ENSG00000227251",0,0,0,0,0,0
"ENSG00000227252",4,3,0,5,0,6
"ENSG00000227253",2,1,7,7,5,7
"ENSG00000227254",0,0,0,0,0,0
"ENSG00000227255",0,0,0,0,0,0
"ENSG00000227256",0,0,0,0,4,4
"ENSG00000227257",0,0,0,0,0,0
"ENSG00000227258",1,1,0,0,2,2
"ENSG00000227259",0,0,0,0,0,0
"ENSG00000227260",0,0,0,0,0,0
"ENSG00000227261",0,0,0,1,0,1
"ENSG00000227262",5,3,1,0,5,3
"ENSG00000227264",0,0,0,0,0,0
"ENSG00000227265",0,0,0,0,0,0
"ENSG00000227267",0,0,0,0,0,0
"ENSG00000227268",7,4,34,17,202,110
"ENSG00000227269",0,0,0,0,0,0
"ENSG00000227270",0,0,0,0,0,0
"ENSG00000227271",0,0,0,0,0,0
"ENSG00000227274",0,0,0,0,0,0
"ENSG00000227275",0,0,0,0,0,0
"ENSG00000227278",0,0,0,0,0,0
"ENSG00000227279",0,0,0,0,0,0
"ENSG00000227282",0,0,0,0,0,0
"ENSG00000227283",0,0,0,0,0,0
"ENSG00000227284",0,0,0,0,0,0
"ENSG00000227288",10,11,4,2,7,10
"ENSG00000227289",0,0,0,0,0,1
"ENSG00000227290",0,0,0,0,0,0
"ENSG00000227291",0,0,0,0,0,0
"ENSG00000227292",0,0,0,0,0,0
"ENSG00000227293",0,0,0,0,0,0
"ENSG00000227294",0,0,0,0,0,0
"ENSG00000227295",3,5,2,1,11,5
"ENSG00000227297",0,0,0,0,0,0
"ENSG00000227298",0,0,0,0,0,0
"ENSG00000227300",0,0,0,0,0,0
"ENSG00000227301",0,0,0,0,0,0
"ENSG00000227302",0,0,0,0,0,0
"ENSG00000227303",0,0,0,0,0,0
"ENSG00000227304",2,4,0,3,2,4
"ENSG00000227305",0,0,0,0,0,0
"ENSG00000227306",0,0,0,0,1,0
"ENSG00000227307",0,0,0,0,0,0
"ENSG00000227308",0,0,1,0,0,0
"ENSG00000227309",1,1,0,0,0,0
"ENSG00000227311",2,2,1,5,1,2
"ENSG00000227312",0,0,0,0,0,0
"ENSG00000227313",0,0,0,0,0,0
"ENSG00000227321",2,1,0,0,0,0
"ENSG00000227329",0,2,0,0,0,1
"ENSG00000227330",0,0,0,0,0,0
"ENSG00000227331",0,1,10,5,0,1
"ENSG00000227335",0,0,0,0,0,0
"ENSG00000227336",0,0,0,0,0,0
"ENSG00000227337",2,2,1,5,1,2
"ENSG00000227338",0,0,0,0,0,0
"ENSG00000227339",0,2,0,1,1,3
"ENSG00000227342",0,0,0,0,0,0
"ENSG00000227343",0,0,0,0,0,0
"ENSG00000227344",0,0,0,0,2,1
"ENSG00000227345",159,89,344,187,635,345
"ENSG00000227347",3,7,1,13,23,46
"ENSG00000227348",5,3,0,0,0,0
"ENSG00000227349",0,0,0,0,0,0
"ENSG00000227350",0,0,0,0,0,0
"ENSG00000227351",2,1,0,0,0,0
"ENSG00000227352",0,0,0,0,0,0
"ENSG00000227353",0,0,0,0,0,0
"ENSG00000227354",6,5,6,16,7,10
"ENSG00000227355",2,2,3,8,3,5
"ENSG00000227356",0,0,8,4,0,0
"ENSG00000227358",0,0,0,0,0,0
"ENSG00000227359",2,3,0,1,8,8
"ENSG00000227360",0,0,0,0,0,0
"ENSG00000227361",0,0,0,0,0,0
"ENSG00000227364",0,0,0,0,0,0
"ENSG00000227365",0,0,0,0,0,0
"ENSG00000227367",0,0,0,0,0,0
"ENSG00000227368",0,0,0,0,0,0
"ENSG00000227370",10,4,2,1,0,3
"ENSG00000227371",0,0,0,0,0,0
"ENSG00000227372",387,208,214,115,339,193
"ENSG00000227373",4,5,6,5,0,2
"ENSG00000227374",0,0,0,0,0,0
"ENSG00000227375",0,0,0,0,0,0
"ENSG00000227376",38,63,41,70,149,220
"ENSG00000227379",0,1,0,1,0,0
"ENSG00000227382",0,0,0,0,0,0
"ENSG00000227383",10,6,0,0,0,0
"ENSG00000227386",0,0,0,0,0,0
"ENSG00000227388",7,11,1,4,10,11
"ENSG00000227391",0,0,0,0,2,0
"ENSG00000227392",0,1,0,1,0,1
"ENSG00000227393",0,0,0,0,0,0
"ENSG00000227394",0,0,0,0,0,2
"ENSG00000227395",0,0,0,0,1,0
"ENSG00000227397",0,0,0,0,0,0
"ENSG00000227398",20,15,7,5,127,86
"ENSG00000227399",0,0,0,3,0,1
"ENSG00000227400",0,0,0,0,0,0
"ENSG00000227401",0,0,0,0,0,0
"ENSG00000227403",12,2,11,4,8,3
"ENSG00000227404",0,0,0,0,0,0
"ENSG00000227406",0,0,0,0,0,0
"ENSG00000227407",0,0,0,1,0,0
"ENSG00000227408",0,0,0,0,0,0
"ENSG00000227409",0,0,0,0,0,0
"ENSG00000227411",0,0,0,0,0,0
"ENSG00000227412",0,0,0,0,0,0
"ENSG00000227413",2,5,0,0,1,1
"ENSG00000227416",0,0,0,0,0,0
"ENSG00000227417",12,14,0,0,1,1
"ENSG00000227418",0,0,0,0,0,0
"ENSG00000227421",0,0,0,0,0,0
"ENSG00000227423",0,0,0,0,0,0
"ENSG00000227425",0,0,0,0,0,1
"ENSG00000227426",0,0,0,0,0,0
"ENSG00000227427",0,0,0,0,0,0
"ENSG00000227430",2,1,0,0,0,0
"ENSG00000227431",0,0,0,0,0,0
"ENSG00000227432",0,0,0,0,0,0
"ENSG00000227433",0,0,0,0,0,0
"ENSG00000227434",0,0,0,0,0,0
"ENSG00000227436",0,1,1,1,0,0
"ENSG00000227437",0,0,0,2,0,4
"ENSG00000227438",2,1,0,0,0,0
"ENSG00000227439",0,0,0,0,0,0
"ENSG00000227440",0,0,1,1,7,5
"ENSG00000227443",0,0,0,0,0,0
"ENSG00000227444",0,0,0,0,0,0
"ENSG00000227445",0,0,0,0,0,0
"ENSG00000227447",0,0,0,0,0,0
"ENSG00000227449",0,0,0,0,0,0
"ENSG00000227453",2,2,0,0,1,0
"ENSG00000227454",0,0,0,0,1,1
"ENSG00000227455",0,1,0,0,0,0
"ENSG00000227456",9,2,6,2,0,0
"ENSG00000227459",0,0,0,0,0,0
"ENSG00000227462",0,0,2,1,0,1
"ENSG00000227463",0,0,0,0,0,0
"ENSG00000227465",0,0,0,0,0,0
"ENSG00000227466",0,0,0,0,0,0
"ENSG00000227467",0,1,8,5,4,5
"ENSG00000227470",0,0,0,0,0,0
"ENSG00000227471",0,0,0,1,0,0
"ENSG00000227473",0,1,2,3,0,0
"ENSG00000227474",0,0,0,0,0,1
"ENSG00000227475",0,0,0,0,0,0
"ENSG00000227477",0,0,0,0,2,1
"ENSG00000227479",0,0,0,0,0,0
"ENSG00000227480",0,0,0,0,0,0
"ENSG00000227481",0,0,0,0,0,0
"ENSG00000227482",0,0,0,0,0,0
"ENSG00000227484",0,0,0,0,0,0
"ENSG00000227485",0,0,0,0,0,0
"ENSG00000227486",10,10,11,9,0,0
"ENSG00000227487",6,16,0,0,0,4
"ENSG00000227488",0,0,0,0,0,0
"ENSG00000227489",0,0,0,0,0,0
"ENSG00000227491",0,0,0,0,0,0
"ENSG00000227492",0,16,4,8,0,64
"ENSG00000227493",0,0,0,0,0,0
"ENSG00000227494",0,0,0,0,0,0
"ENSG00000227495",7,8,0,0,4,0
"ENSG00000227496",0,3,0,0,0,0
"ENSG00000227497",0,0,0,0,0,0
"ENSG00000227498",0,0,0,0,0,0
"ENSG00000227499",0,0,0,0,0,1
"ENSG00000227500",978,587,991,594,1972,1158
"ENSG00000227502",5,2,0,1,16,9
"ENSG00000227505",1,0,0,0,0,0
"ENSG00000227507",3035,1823,1113,711,2231,1382
"ENSG00000227508",7,5,13,8,11,8
"ENSG00000227509",0,0,0,0,0,0
"ENSG00000227510",0,0,0,0,0,0
"ENSG00000227511",0,0,0,0,0,0
"ENSG00000227512",23,24,10,7,13,18
"ENSG00000227513",0,1,0,0,0,0
"ENSG00000227514",0,0,0,0,0,0
"ENSG00000227515",1,0,0,0,0,0
"ENSG00000227516",0,0,0,0,0,0
"ENSG00000227517",2,1,0,0,0,0
"ENSG00000227518",0,0,0,0,2,2
"ENSG00000227519",0,0,0,0,0,0
"ENSG00000227521",0,0,0,0,0,0
"ENSG00000227523",0,1,0,0,0,0
"ENSG00000227525",0,0,2,5,0,1
"ENSG00000227527",4,2,0,0,3,2
"ENSG00000227528",0,0,0,0,0,0
"ENSG00000227531",0,0,0,0,0,0
"ENSG00000227532",0,0,0,0,0,0
"ENSG00000227533",18,12,8,3,7,0
"ENSG00000227534",0,0,0,0,0,0
"ENSG00000227535",0,0,0,0,0,0
"ENSG00000227536",6,3,6,3,0,0
"ENSG00000227537",0,0,0,0,0,0
"ENSG00000227538",0,0,0,1,0,0
"ENSG00000227540",4,2,3,3,12,9
"ENSG00000227541",0,0,0,0,0,0
"ENSG00000227542",0,0,0,0,0,0
"ENSG00000227543",24,15,14,10,46,18
"ENSG00000227544",0,2,0,0,10,14
"ENSG00000227547",0,0,0,0,0,0
"ENSG00000227549",0,0,0,0,0,0
"ENSG00000227550",8,5,1,0,0,0
"ENSG00000227551",0,0,0,0,0,0
"ENSG00000227554",0,0,0,0,0,0
"ENSG00000227555",0,0,0,0,0,0
"ENSG00000227556",0,0,0,0,0,0
"ENSG00000227557",4,2,4,2,0,0
"ENSG00000227560",15,12,2,1,0,0
"ENSG00000227562",0,0,0,0,0,0
"ENSG00000227563",0,0,0,0,0,0
"ENSG00000227564",0,0,0,2,0,0
"ENSG00000227568",0,0,0,0,0,0
"ENSG00000227573",0,0,0,1,1,0
"ENSG00000227574",0,0,0,0,0,0
"ENSG00000227578",0,0,0,1,0,0
"ENSG00000227579",0,0,0,0,0,0
"ENSG00000227581",0,0,0,0,0,0
"ENSG00000227582",0,0,0,0,0,0
"ENSG00000227583",1,1,0,0,0,1
"ENSG00000227584",0,0,0,0,0,0
"ENSG00000227585",0,0,0,0,0,0
"ENSG00000227586",0,0,0,1,1,0
"ENSG00000227588",0,0,0,0,0,0
"ENSG00000227589",0,0,0,1,0,0
"ENSG00000227590",0,0,0,0,0,0
"ENSG00000227591",36,40,31,28,60,52
"ENSG00000227592",0,0,0,0,0,0
"ENSG00000227593",0,0,0,0,0,0
"ENSG00000227597",2,1,0,0,0,0
"ENSG00000227598",18,19,1,1,3,12
"ENSG00000227599",0,0,0,0,0,0
"ENSG00000227602",0,0,0,0,1,1
"ENSG00000227604",0,0,0,0,0,0
"ENSG00000227606",0,0,0,0,0,0
"ENSG00000227607",0,0,0,0,0,0
"ENSG00000227609",0,0,0,0,7,7
"ENSG00000227610",0,0,0,0,0,0
"ENSG00000227611",0,0,0,0,0,0
"ENSG00000227613",0,0,0,0,0,0
"ENSG00000227615",132,206,176,299,69,116
"ENSG00000227616",0,0,0,0,0,0
"ENSG00000227617",0,0,0,0,0,0
"ENSG00000227619",0,0,0,0,0,0
"ENSG00000227620",0,0,0,3,1,0
"ENSG00000227621",1,1,0,1,0,1
"ENSG00000227623",0,0,0,0,0,0
"ENSG00000227624",0,0,0,0,0,0
"ENSG00000227625",0,0,0,0,0,0
"ENSG00000227627",0,1,0,0,0,3
"ENSG00000227629",0,0,0,0,0,0
"ENSG00000227630",0,0,0,0,0,0
"ENSG00000227632",0,0,0,3,0,0
"ENSG00000227633",0,0,0,0,0,0
"ENSG00000227634",0,0,0,0,0,0
"ENSG00000227635",0,0,0,0,0,0
"ENSG00000227638",3,2,0,2,0,2
"ENSG00000227640",0,0,0,0,2,6
"ENSG00000227645",0,0,0,0,0,0
"ENSG00000227646",0,0,0,0,0,0
"ENSG00000227649",0,0,0,0,0,0
"ENSG00000227653",0,1,1,2,0,0
"ENSG00000227657",0,0,0,0,0,0
"ENSG00000227658",0,0,0,0,0,0
"ENSG00000227659",0,0,0,0,0,0
"ENSG00000227660",1,0,0,0,0,0
"ENSG00000227661",0,0,0,0,0,0
"ENSG00000227663",0,0,0,0,0,0
"ENSG00000227666",2,1,0,0,0,0
"ENSG00000227667",0,0,0,0,0,0
"ENSG00000227671",258,179,330,216,432,262
"ENSG00000227673",0,1,0,0,0,0
"ENSG00000227674",0,1,0,0,0,1
"ENSG00000227676",0,0,0,0,0,0
"ENSG00000227678",31,30,14,13,5,5
"ENSG00000227679",0,0,0,0,0,0
"ENSG00000227680",0,0,0,0,0,0
"ENSG00000227681",0,0,0,0,1,0
"ENSG00000227682",0,1,0,2,4,4
"ENSG00000227683",0,0,0,0,0,0
"ENSG00000227684",0,0,0,0,0,0
"ENSG00000227685",2,1,0,0,0,0
"ENSG00000227687",0,0,0,0,0,0
"ENSG00000227688",41,44,0,1,0,0
"ENSG00000227689",0,0,0,0,0,0
"ENSG00000227692",0,0,0,1,0,0
"ENSG00000227694",0,0,1,1,0,0
"ENSG00000227695",2,2,0,0,0,0
"ENSG00000227698",0,0,0,0,0,0
"ENSG00000227700",0,0,0,0,0,0
"ENSG00000227702",0,0,0,0,0,0
"ENSG00000227704",0,0,0,0,0,0
"ENSG00000227705",0,2,0,0,0,0
"ENSG00000227706",8,36,13,23,7,34
"ENSG00000227707",0,0,0,0,0,0
"ENSG00000227708",0,0,0,0,0,0
"ENSG00000227709",0,2,0,0,0,0
"ENSG00000227710",0,0,0,0,0,0
"ENSG00000227711",0,0,0,0,0,0
"ENSG00000227712",0,1,0,0,0,0
"ENSG00000227713",0,0,0,0,0,0
"ENSG00000227714",0,0,0,0,0,0
"ENSG00000227716",0,0,0,0,0,0
"ENSG00000227717",0,0,1,0,0,0
"ENSG00000227718",0,0,0,0,0,0
"ENSG00000227719",1,6,0,0,19,30
"ENSG00000227721",0,0,0,0,0,0
"ENSG00000227722",2,1,0,1,0,0
"ENSG00000227723",0,0,0,0,0,0
"ENSG00000227725",2,0,0,3,0,0
"ENSG00000227726",0,0,0,0,0,0
"ENSG00000227728",0,0,0,0,0,0
"ENSG00000227729",0,0,2,1,8,7
"ENSG00000227730",0,0,0,0,0,0
"ENSG00000227733",0,0,0,1,2,1
"ENSG00000227734",0,0,0,0,0,0
"ENSG00000227735",0,0,0,0,0,0
"ENSG00000227736",0,0,0,0,0,0
"ENSG00000227737",0,1,0,0,0,0
"ENSG00000227738",0,0,0,0,0,0
"ENSG00000227740",2,1,8,4,34,23
"ENSG00000227741",10,6,6,3,3,4
"ENSG00000227742",0,0,0,0,0,0
"ENSG00000227743",0,0,0,0,0,0
"ENSG00000227744",0,0,0,0,1,1
"ENSG00000227745",0,0,0,0,0,0
"ENSG00000227747",0,0,0,1,0,1
"ENSG00000227748",0,0,0,0,0,2
"ENSG00000227753",0,0,0,1,0,0
"ENSG00000227755",0,0,0,0,1,1
"ENSG00000227757",0,0,0,0,0,0
"ENSG00000227758",0,4,0,0,0,0
"ENSG00000227759",0,0,0,0,0,0
"ENSG00000227760",0,0,0,0,0,0
"ENSG00000227762",0,0,0,0,0,1
"ENSG00000227764",0,0,0,0,0,0
"ENSG00000227765",0,1,0,7,3,7
"ENSG00000227766",1,0,4,1,0,0
"ENSG00000227769",0,0,0,0,0,0
"ENSG00000227770",0,0,0,1,0,1
"ENSG00000227773",0,0,0,0,0,0
"ENSG00000227775",165,78,130,89,185,91
"ENSG00000227776",2,2,0,0,0,0
"ENSG00000227777",26,31,1,1,0,0
"ENSG00000227779",0,0,0,0,0,0
"ENSG00000227782",156,68,31,20,57,22
"ENSG00000227784",0,0,0,0,0,0
"ENSG00000227785",0,0,0,0,0,0
"ENSG00000227788",1,1,0,0,6,1
"ENSG00000227789",0,0,0,0,0,0
"ENSG00000227790",0,0,0,0,0,0
"ENSG00000227791",0,1,0,2,0,0
"ENSG00000227795",0,0,0,0,0,0
"ENSG00000227799",10,6,7,5,32,18
"ENSG00000227800",0,0,0,0,0,0
"ENSG00000227802",0,0,0,0,0,0
"ENSG00000227803",0,0,0,0,2,0
"ENSG00000227805",0,0,0,0,0,1
"ENSG00000227806",0,0,0,0,0,0
"ENSG00000227809",0,0,0,0,0,0
"ENSG00000227811",3,1,2,0,1,5
"ENSG00000227813",0,0,0,0,0,0
"ENSG00000227814",0,0,0,0,0,1
"ENSG00000227815",0,0,0,0,0,0
"ENSG00000227817",0,0,0,0,0,0
"ENSG00000227818",0,0,0,0,0,0
"ENSG00000227824",0,0,0,0,0,0
"ENSG00000227825",25,14,88,48,87,47
"ENSG00000227827",94,51,1,4,69,42
"ENSG00000227830",0,0,0,0,0,0
"ENSG00000227832",0,0,0,0,0,0
"ENSG00000227834",0,0,0,0,0,0
"ENSG00000227835",0,0,0,0,6,3
"ENSG00000227836",0,0,0,1,0,0
"ENSG00000227837",0,0,0,0,0,0
"ENSG00000227838",0,0,0,0,0,0
"ENSG00000227840",0,0,0,0,0,0
"ENSG00000227841",0,0,0,0,0,0
"ENSG00000227842",0,0,0,0,0,0
"ENSG00000227845",0,0,0,0,0,0
"ENSG00000227846",0,0,0,0,0,0
"ENSG00000227847",0,0,0,0,0,0
"ENSG00000227848",0,1,3,2,0,0
"ENSG00000227850",0,0,2,2,1,4
"ENSG00000227851",0,0,0,0,0,0
"ENSG00000227852",0,2,2,2,0,0
"ENSG00000227854",1,1,0,3,0,1
"ENSG00000227855",6,1,0,1,1,5
"ENSG00000227857",0,1,4,3,0,0
"ENSG00000227860",0,0,0,0,0,0
"ENSG00000227862",0,0,0,0,0,0
"ENSG00000227863",0,0,0,0,0,1
"ENSG00000227864",0,0,0,0,0,0
"ENSG00000227867",0,0,0,0,0,0
"ENSG00000227868",0,0,0,0,0,0
"ENSG00000227871",0,0,0,0,0,0
"ENSG00000227873",0,0,0,0,0,0
"ENSG00000227874",0,0,0,0,0,0
"ENSG00000227875",0,0,0,0,1,0
"ENSG00000227877",3,2,2,1,2,2
"ENSG00000227878",0,0,0,0,0,0
"ENSG00000227879",0,1,0,1,1,6
"ENSG00000227880",0,0,0,0,0,0
"ENSG00000227881",0,0,0,0,0,0
"ENSG00000227882",0,0,0,0,0,0
"ENSG00000227883",0,0,0,0,0,1
"ENSG00000227885",0,2,0,0,0,0
"ENSG00000227887",2,1,2,2,0,1
"ENSG00000227888",0,1,0,0,0,2
"ENSG00000227890",0,0,0,2,2,1
"ENSG00000227892",0,0,0,0,0,1
"ENSG00000227893",0,0,0,0,0,0
"ENSG00000227896",4,2,0,0,7,6
"ENSG00000227902",0,0,0,0,0,0
"ENSG00000227905",0,0,2,3,10,7
"ENSG00000227906",0,2,0,0,0,3
"ENSG00000227907",0,0,0,0,0,0
"ENSG00000227908",0,0,4,4,1,1
"ENSG00000227910",0,0,0,0,0,0
"ENSG00000227911",0,0,0,0,0,0
"ENSG00000227912",0,0,0,0,0,0
"ENSG00000227913",0,0,0,0,0,0
"ENSG00000227914",0,0,0,0,0,0
"ENSG00000227915",0,0,0,0,0,0
"ENSG00000227917",0,0,0,0,0,0
"ENSG00000227919",0,0,0,0,0,0
"ENSG00000227920",2,2,1,2,0,0
"ENSG00000227922",0,0,0,1,0,0
"ENSG00000227923",0,0,0,0,0,0
"ENSG00000227924",0,0,0,0,1,0
"ENSG00000227925",0,0,0,0,0,0
"ENSG00000227927",0,0,0,0,0,0
"ENSG00000227929",0,0,0,0,0,0
"ENSG00000227930",0,0,0,0,0,0
"ENSG00000227932",0,0,0,0,0,0
"ENSG00000227933",1,0,0,0,1,1
"ENSG00000227934",1,5,2,1,3,7
"ENSG00000227935",0,0,0,0,0,0
"ENSG00000227937",0,0,0,0,0,0
"ENSG00000227938",0,0,0,1,0,0
"ENSG00000227939",38,51,25,39,18,22
"ENSG00000227940",0,0,0,0,0,0
"ENSG00000227941",0,0,0,0,0,0
"ENSG00000227942",0,1,0,0,3,2
"ENSG00000227945",1,1,0,0,0,0
"ENSG00000227946",5,3,16,10,12,17
"ENSG00000227947",0,0,0,0,0,0
"ENSG00000227948",0,0,0,0,0,0
"ENSG00000227949",0,0,0,0,0,0
"ENSG00000227950",0,0,0,0,0,0
"ENSG00000227952",0,0,0,0,0,0
"ENSG00000227953",0,1,1,2,0,1
"ENSG00000227954",0,0,0,2,0,0
"ENSG00000227958",0,0,0,0,0,0
"ENSG00000227959",0,0,0,0,0,0
"ENSG00000227960",0,0,0,0,0,0
"ENSG00000227962",0,0,0,2,0,0
"ENSG00000227963",8,4,8,7,19,25
"ENSG00000227964",2,1,0,0,0,0
"ENSG00000227965",0,0,0,0,0,0
"ENSG00000227968",0,0,0,0,0,0
"ENSG00000227969",0,0,0,0,0,0
"ENSG00000227970",0,0,0,0,0,0
"ENSG00000227971",0,0,0,0,0,0
"ENSG00000227972",0,1,0,0,0,0
"ENSG00000227973",0,0,0,1,0,2
"ENSG00000227979",0,0,0,0,0,0
"ENSG00000227981",0,0,0,0,1,0
"ENSG00000227982",0,0,0,0,0,0
"ENSG00000227983",0,0,0,0,0,0
"ENSG00000227986",4,0,16,0,12,0
"ENSG00000227987",0,0,0,0,0,0
"ENSG00000227988",0,0,0,0,0,0
"ENSG00000227992",2,1,4,4,4,4
"ENSG00000227994",0,0,0,0,0,0
"ENSG00000227995",0,0,0,0,0,0
"ENSG00000227999",4,2,0,0,0,0
"ENSG00000228000",7,5,0,0,0,0
"ENSG00000228002",2,4,2,5,2,5
"ENSG00000228004",0,0,0,0,0,0
"ENSG00000228005",0,0,0,0,0,0
"ENSG00000228007",2,1,3,1,0,0
"ENSG00000228008",0,0,0,1,0,1
"ENSG00000228010",8,3,0,0,0,0
"ENSG00000228013",8,4,8,4,19,9
"ENSG00000228014",0,1,0,0,2,1
"ENSG00000228015",0,0,0,0,0,0
"ENSG00000228016",0,0,0,0,2,1
"ENSG00000228019",2,4,3,4,0,0
"ENSG00000228020",0,0,0,0,0,0
"ENSG00000228021",0,0,0,0,0,0
"ENSG00000228022",0,0,6,4,3,1
"ENSG00000228024",0,0,0,0,0,0
"ENSG00000228027",0,0,0,0,0,0
"ENSG00000228028",5,10,2,2,2,4
"ENSG00000228030",0,0,0,0,0,0
"ENSG00000228031",0,0,0,0,0,0
"ENSG00000228033",0,0,0,0,0,0
"ENSG00000228034",0,0,0,0,0,0
"ENSG00000228035",0,0,0,0,0,1
"ENSG00000228036",0,0,0,0,0,0
"ENSG00000228037",19,14,8,2,16,12
"ENSG00000228038",0,1,0,0,0,0
"ENSG00000228039",0,1,0,0,0,0
"ENSG00000228040",0,0,0,2,0,0
"ENSG00000228041",0,0,0,0,0,0
"ENSG00000228042",0,0,0,0,0,0
"ENSG00000228043",2,2,4,2,0,0
"ENSG00000228044",0,1,0,0,0,0
"ENSG00000228045",0,0,0,0,0,1
"ENSG00000228046",0,0,0,0,0,0
"ENSG00000228048",0,0,0,0,0,0
"ENSG00000228049",75,28,21,7,22,0
"ENSG00000228050",10,5,4,2,1,0
"ENSG00000228051",4,2,0,0,0,3
"ENSG00000228053",0,0,5,5,2,3
"ENSG00000228054",0,0,0,0,0,1
"ENSG00000228055",1,1,0,0,0,0
"ENSG00000228056",0,1,0,4,3,8
"ENSG00000228057",7,7,4,7,7,9
"ENSG00000228058",3,2,25,14,21,15
"ENSG00000228060",0,8,0,1,0,3
"ENSG00000228061",0,0,0,0,0,0
"ENSG00000228063",0,7,0,1,0,0
"ENSG00000228064",0,0,0,0,0,0
"ENSG00000228065",0,0,0,4,4,3
"ENSG00000228067",0,0,0,0,0,0
"ENSG00000228069",0,1,0,0,3,3
"ENSG00000228071",0,0,2,5,1,2
"ENSG00000228072",0,0,0,0,0,0
"ENSG00000228073",0,0,0,0,0,0
"ENSG00000228074",0,0,0,2,0,2
"ENSG00000228075",0,0,0,0,0,0
"ENSG00000228076",1,1,3,0,0,0
"ENSG00000228078",2,0,181,3,180,4
"ENSG00000228079",0,1,5,4,12,18
"ENSG00000228081",0,1,0,0,0,0
"ENSG00000228082",0,0,0,0,0,0
"ENSG00000228083",0,0,0,0,0,0
"ENSG00000228084",0,0,0,1,0,0
"ENSG00000228085",0,0,0,0,0,0
"ENSG00000228086",4,5,0,0,0,0
"ENSG00000228089",0,0,1,1,0,2
"ENSG00000228092",0,0,0,0,0,0
"ENSG00000228095",0,0,0,0,0,0
"ENSG00000228097",0,0,4,0,0,0
"ENSG00000228098",0,0,0,0,0,0
"ENSG00000228100",0,0,0,0,0,0
"ENSG00000228105",0,0,0,0,0,0
"ENSG00000228107",26,13,2,3,2,0
"ENSG00000228108",0,0,0,0,0,0
"ENSG00000228109",9,6,2,1,9,8
"ENSG00000228110",3,7,3,5,0,1
"ENSG00000228111",0,0,0,4,0,2
"ENSG00000228112",0,0,0,0,0,0
"ENSG00000228113",2,1,4,3,0,0
"ENSG00000228115",0,0,0,0,0,0
"ENSG00000228118",0,3,1,9,9,35
"ENSG00000228120",0,0,0,0,0,0
"ENSG00000228121",0,0,0,2,0,0
"ENSG00000228122",0,0,0,0,0,0
"ENSG00000228123",0,0,0,0,0,0
